   0.0000000e+00	   0.0000000e+00	
  -2.3573537e+01	  -3.5994363e+01	
  -3.5456439e+01	   5.4779278e+00	
  -3.2189102e+01	   1.0283957e+00	
  -3.6754571e+01	  -2.6492964e+01	
  -4.3477459e+01	  -7.8754073e+00	
  -4.8822613e+01	   3.1684970e+01	
  -3.1231868e+01	   2.5745648e+01	
  -2.2869290e+01	   4.3473485e+01	
  -1.8079117e+00	   6.7715964e+01	
   6.8614331e+00	   4.9012425e+01	
   2.4308507e+01	   7.8011791e+01	
  -1.2979715e+01	   9.4860275e+01	
   3.3234937e-02	   6.9126759e+01	
  -1.3759229e+01	   9.7279886e+01	
   2.2396530e+01	   8.1638273e+01	
   2.3660459e+01	   9.7309570e+01	
   2.4642061e+01	   1.0502775e+02	
  -4.4260294e+00	   1.1859445e+02	
  -1.0764375e+01	   1.4939593e+02	
  -2.0561042e+01	   1.5156696e+02	
  -9.3485344e+00	   1.6957690e+02	
   1.9624906e+01	   1.8065644e+02	
  -7.2923013e+00	   2.0719654e+02	
  -1.4231357e+01	   2.1002370e+02	
  -3.2538534e+01	   2.3753760e+02	
  -6.7049833e+01	   2.5368656e+02	
  -4.5128487e+01	   2.5741014e+02	
  -3.5594984e+01	   2.8158428e+02	
  -4.3037234e+01	   3.0168639e+02	
  -6.3906019e+00	   3.1440807e+02	
  -1.7981409e+01	   3.2299160e+02	
   2.2372013e+00	   3.6512861e+02	
  -1.6394087e+01	   3.4540116e+02	
  -6.1242280e-01	   3.3435473e+02	
  -2.2177990e+01	   3.6606664e+02	
   2.1450142e+01	   3.8431633e+02	
  -5.8324124e+00	   3.7517115e+02	
  -3.3754831e-01	   3.8092165e+02	
  -9.6325581e-01	   3.9025542e+02	
   4.4110439e+00	   4.1039815e+02	
   6.5773096e+01	   4.1393534e+02	
   3.5409891e+01	   3.7937979e+02	
   1.1835533e+01	   4.3148354e+02	
   2.2322022e+01	   4.0916985e+02	
   2.9040844e+01	   4.2470053e+02	
   2.1638737e+01	   4.3685635e+02	
   2.5170973e+01	   4.0370148e+02	
   1.9882398e+01	   4.4445216e+02	
   2.9978463e+01	   4.7214191e+02	
   2.1326009e+01	   4.6180536e+02	
   4.1522383e+00	   4.2423278e+02	
   4.2449989e+01	   4.3236826e+02	
   1.8570332e+00	   4.3251239e+02	
   1.7700698e+01	   4.5968162e+02	
  -9.8288751e+00	   5.0665348e+02	
   6.6545277e+00	   5.0404955e+02	
   1.9631304e+01	   5.2097159e+02	
   1.6483425e+01	   5.3719171e+02	
  -2.2887711e+01	   5.2749480e+02	
   6.2538190e+00	   5.1764465e+02	
   2.8466021e+01	   5.2915876e+02	
  -2.2861815e+01	   5.0292948e+02	
   3.3763206e+01	   5.1117198e+02	
   4.3099860e+01	   4.9301249e+02	
   3.1442249e+01	   5.3337948e+02	
   3.2929855e+01	   5.4765230e+02	
  -5.5905461e+00	   5.9811205e+02	
  -1.9463942e+01	   6.0057003e+02	
   1.3406159e+01	   6.1704750e+02	
   2.4486816e+01	   6.1378608e+02	
   1.3089889e+01	   6.2594517e+02	
   2.1424962e+01	   6.5075322e+02	
  -6.1495878e+00	   6.4510483e+02	
  -9.1439035e+00	   6.3336695e+02	
  -1.9116996e+01	   6.5922979e+02	
  -3.0903388e+01	   6.6659201e+02	
  -1.2671620e+01	   6.5102403e+02	
   6.4092687e+00	   6.7043438e+02	
  -2.9792334e+01	   6.6909465e+02	
  -1.9970590e+01	   6.6802557e+02	
  -1.4650485e+01	   7.0151837e+02	
  -1.1158269e+01	   7.0399646e+02	
  -2.0319949e+01	   6.9406916e+02	
  -2.0031815e+01	   7.2589512e+02	
   1.0264493e+01	   7.7473416e+02	
   2.2195344e+01	   7.0206723e+02	
   2.7932127e+01	   7.6265049e+02	
   1.5369783e+01	   7.8472548e+02	
   1.8144852e+01	   8.1783871e+02	
  -4.3376944e-02	   8.2592774e+02	
   2.5834499e+01	   7.9694201e+02	
   8.7993352e+00	   8.4219728e+02	
  -1.0207356e+00	   8.7959679e+02	
  -1.7146828e+01	   8.5145140e+02	
  -5.5700027e+00	   8.7736951e+02	
   1.7640070e+01	   8.8805247e+02	
   4.4445497e+01	   8.7882654e+02	
   2.5975629e+00	   9.0263096e+02	
  -2.7953854e+01	   8.5532206e+02	
  -1.2388143e+01	   8.9129305e+02	
