  -3.5429786e+00	   9.4961647e+02	
   3.5162201e+00	   9.3914803e+02	
   2.7759780e+01	   9.1580277e+02	
  -3.7875456e+01	   9.3128114e+02	
  -4.3645612e+01	   9.6311006e+02	
  -1.6432240e+01	   9.7779149e+02	
  -9.0670133e+00	   9.6417573e+02	
  -1.9155624e+01	   9.8607947e+02	
   1.8182746e+01	   9.6227643e+02	
  -1.1818319e+01	   9.9640555e+02	
  -2.7727181e+01	   1.0034519e+03	
  -3.1407607e+01	   1.0234129e+03	
  -3.6038313e+01	   1.0210573e+03	
  -7.4066810e-01	   1.0443144e+03	
  -9.2577554e+00	   1.0453417e+03	
  -2.5141870e+01	   1.0534991e+03	
  -2.0339357e+01	   1.0510940e+03	
   4.9515192e+00	   1.0879908e+03	
  -2.9343562e+01	   1.0861640e+03	
  -2.2932814e+00	   1.0632723e+03	
  -5.6054194e+00	   1.1048349e+03	
  -1.7448667e+01	   1.0890972e+03	
   1.0719498e+01	   1.0795555e+03	
  -4.5701554e+01	   1.1169138e+03	
   5.7077581e+00	   1.1042122e+03	
  -2.5334291e+00	   1.1001546e+03	
  -1.7592088e+01	   1.1076609e+03	
  -2.7069688e+01	   1.1249200e+03	
  -3.4738308e+01	   1.1533314e+03	
  -1.8731789e+01	   1.1668460e+03	
  -3.1365019e+01	   1.1924856e+03	
  -4.7077840e+00	   1.1996950e+03	
  -2.2638679e+01	   1.1647422e+03	
  -2.8527466e+01	   1.1853541e+03	
  -2.3926689e+01	   1.1613020e+03	
   2.8414665e+00	   1.1847875e+03	
  -3.5451152e+01	   1.2001890e+03	
  -3.4549408e+01	   1.2366770e+03	
  -2.2262699e+01	   1.2438867e+03	
  -2.5470459e+01	   1.2429576e+03	
  -1.2502519e+01	   1.2932954e+03	
   1.1023107e+01	   1.1984180e+03	
   1.0557717e+01	   1.2472038e+03	
  -2.8178463e+00	   1.2599703e+03	
   4.3461789e+00	   1.2973051e+03	
   1.1961955e+01	   1.3098950e+03	
   4.4576563e+01	   1.3208787e+03	
   2.3408142e+01	   1.3236344e+03	
   1.4103141e+01	   1.2917302e+03	
   2.7785130e+01	   1.3209986e+03	
   1.4454507e+01	   1.3451608e+03	
   3.8534446e-02	   1.3726767e+03	
   1.3107522e+01	   1.3720817e+03	
   4.6443266e+00	   1.3640793e+03	
   5.2748647e+01	   1.4443223e+03	
   2.6192316e+01	   1.3974738e+03	
   5.7240127e+01	   1.4224611e+03	
   2.0039470e+01	   1.4253578e+03	
   3.9113782e+01	   1.4381897e+03	
   2.6843701e+01	   1.4376489e+03	
   1.8663985e+01	   1.4653139e+03	
   3.3092840e+00	   1.5324565e+03	
   1.1473003e+01	   1.5053399e+03	
   4.5309473e+01	   1.4962859e+03	
   4.3406913e+01	   1.5003775e+03	
   1.1651802e+01	   1.5054153e+03	
   4.1590255e+00	   1.5467627e+03	
   1.3912774e+00	   1.5637341e+03	
   5.5683972e+01	   1.5551672e+03	
  -6.1710245e-01	   1.5088266e+03	
   6.4479926e+01	   1.5779410e+03	
   6.4950248e+01	   1.5618855e+03	
   3.3407874e+01	   1.5362941e+03	
  -2.3317723e+01	   1.5291709e+03	
  -9.2373612e+00	   1.5954828e+03	
  -2.0396816e+01	   1.5946703e+03	
   4.1271708e+01	   1.6263141e+03	
   1.6758702e+01	   1.5963277e+03	
   2.5314119e+01	   1.6396530e+03	
   1.0362168e+01	   1.6577273e+03	
   1.6602866e+01	   1.6478710e+03	
   4.1130002e+01	   1.6504735e+03	
   2.7696604e+01	   1.6505291e+03	
   2.9587041e+01	   1.6964328e+03	
   4.1112573e+01	   1.6602555e+03	
   3.9779261e+01	   1.7092028e+03	
   2.9576925e+01	   1.6993222e+03	
   4.8415569e+01	   1.7247782e+03	
   4.6904064e+01	   1.7664444e+03	
   2.9423196e+01	   1.7832701e+03	
   4.1353866e+01	   1.7505118e+03	
   6.5268586e+01	   1.8165505e+03	
   9.1475438e+01	   1.7705969e+03	
   6.1841382e+01	   1.8306642e+03	
   8.8971804e+01	   1.8372068e+03	
   7.9171872e+01	   1.8337996e+03	
   7.3477066e+01	   1.8466755e+03	
   8.8103174e+01	   1.8111603e+03	
   5.4335114e+01	   1.8283224e+03	
   5.1963905e+01	   1.8470961e+03	
